year,state,state_po,num_ballots,procedural_cost,margin
2012,MISSOURI,MO,184,96.60000000000001,0.03804347826086957
2012,MONTANA,MT,68,35.7,0.10294117647058823
2012,NEBRASKA,NE,327,171.68,0.021406727828746176
2012,NEVADA,NV,237,124.42000000000002,0.029535864978902954
2012,NEW HAMPSHIRE,NH,328,172.2,0.021341463414634148
2012,NEW JERSEY,NJ,368,193.2,0.019021739130434784
2012,NEW MEXICO,NM,105,55.12,0.06666666666666667
2012,NEW YORK,NY,2118,1111.93,0.0033050047214353163
2012,NORTH CAROLINA,NC,4047,2124.68,0.001729676303434643
2012,NORTH DAKOTA,ND,54,28.35,0.12962962962962962
2012,OHIO,OH,646,339.14,0.010835913312693499
2012,OKLAHOMA,OK,124,65.09,0.056451612903225805
2012,OREGON,OR,157,82.42,0.044585987261146494
2012,PENNSYLVANIA,PA,787,413.16,0.008894536213468869
2012,RHODE ISLAND,RI,93,48.83,0.07526881720430108
2012,SOUTH CAROLINA,SC,213,111.82,0.03286384976525822
2012,SOUTH DAKOTA,SD,47,24.67,0.14893617021276595
2012,TENNESSEE,TN,197,103.42,0.03553299492385787
2012,TEXAS,TX,933,489.83000000000004,0.007502679528403001
2012,UTAH,UT,638,334.95000000000005,0.0109717868338558
2012,VERMONT,VT,15,7.88,0.4666666666666667
2012,VIRGINIA,VA,436,228.89,0.016055045871559634
2012,WASHINGTON,WA,362,190.03,0.019337016574585635
2012,WEST VIRGINIA,WV,136,71.4,0.051470588235294115
2012,WISCONSIN,WI,288,151.19,0.024305555555555556
2012,WYOMING,WY,16,8.4,0.4375
2014,ALABAMA,AL,88,46.2,0.07954545454545454
2014,ALASKA,AK,70,36.75,0.1
2014,ARIZONA,AZ,9088,4771.200000000001,0.0007702464788732394
2014,ARKANSAS,AR,183,96.07,0.03825136612021858
2014,CALIFORNIA,CA,3974,2086.37,0.0017614494212380473
2014,COLORADO,CO,309,162.20999999999998,0.022653721682847898
2014,CONNECTICUT,CT,264,138.61,0.026515151515151516
2014,DELAWARE,DE,32,16.8,0.21875
2014,FLORIDA,FL,1374,721.38,0.005094614264919942
2014,GEORGIA,GA,275,144.39000000000001,0.025454545454545455
2014,HAWAII,HI,197,103.42,0.03553299492385787
2014,IDAHO,ID,55,28.869999999999997,0.12727272727272726
2014,ILLINOIS,IL,814,427.33,0.0085995085995086
2014,INDIANA,IN,251,131.76,0.027888446215139442
2014,IOWA,IA,546,286.63,0.01282051282051282
2014,KANSAS,KS,115,60.37,0.06086956521739131
2014,KENTUCKY,KY,130,68.25,0.05384615384615385
2014,LOUISIANA,LA,104,54.61,0.0673076923076923
2014,MAINE,ME,157,82.41999999999999,0.044585987261146494
2014,MARYLAND,MD,675,354.35,0.01037037037037037
2014,MASSACHUSETTS,MA,148,77.71000000000001,0.0472972972972973
2014,MICHIGAN,MI,524,275.08,0.013358778625954198
2014,MINNESOTA,MN,814,427.34,0.0085995085995086
2014,MISSISSIPPI,MS,69,36.22,0.10144927536231885
2014,MISSOURI,MO,236,123.89999999999999,0.029661016949152543
2014,MONTANA,MT,47,24.67,0.14893617021276595
2014,NEBRASKA,NE,246,129.15,0.028455284552845527
2014,NEVADA,NV,346,181.65,0.02023121387283237
2014,NEW HAMPSHIRE,NH,265,139.13,0.026415094339622643
2014,NEW JERSEY,NJ,386,202.65,0.018134715025906734
2014,NEW MEXICO,NM,97,50.91,0.07216494845360824
2014,NEW YORK,NY,2476,1299.87,0.002827140549273021
2014,NORTH CAROLINA,NC,349,183.23,0.02005730659025788
2014,NORTH DAKOTA,ND,42,22.05,0.16666666666666666
2014,OHIO,OH,336,176.41,0.020833333333333332
2014,OKLAHOMA,OK,75,39.370000000000005,0.09333333333333334
2014,OREGON,OR,144,75.59,0.04861111111111111
2014,PENNSYLVANIA,PA,457,239.95000000000002,0.015317286652078774
2014,RHODE ISLAND,RI,66,34.64,0.10606060606060606
2014,SOUTH CAROLINA,SC,121,63.53,0.05785123966942149
2014,SOUTH DAKOTA,SD,22,11.55,0.3181818181818182
2014,TENNESSEE,TN,171,89.78,0.04093567251461988
2014,TEXAS,TX,974,511.33,0.007186858316221766
2014,UTAH,UT,199,104.48,0.035175879396984924
2014,VERMONT,VT,21,11.02,0.3333333333333333
2014,VIRGINIA,VA,300,157.5,0.023333333333333334
2014,WASHINGTON,WA,715,375.37,0.009790209790209791
2014,WEST VIRGINIA,WV,311,163.27,0.022508038585209004
2014,WISCONSIN,WI,240,126.0,0.029166666666666667
2014,WYOMING,WY,16,8.4,0.4375
2016,ALABAMA,AL,158,82.94,0.04430379746835443
2016,ALASKA,AK,49,25.72,0.14285714285714285
2016,ARIZONA,AZ,292,153.29,0.023972602739726026
2016,ARKANSAS,AR,75,39.370000000000005,0.09333333333333334
2016,CALIFORNIA,CA,3233,1697.27,0.0021651716671821837
2016,COLORADO,CO,280,147.0,0.025
2016,CONNECTICUT,CT,147,77.18,0.047619047619047616
2016,DELAWARE,DE,49,25.72,0.14285714285714285
2016,FLORIDA,FL,1235,648.36,0.005668016194331984
2016,GEORGIA,GA,251,131.78,0.027888446215139442
2016,HAWAII,HI,27,14.18,0.25925925925925924
2016,IDAHO,ID,41,21.52,0.17073170731707318
2016,ILLINOIS,IL,531,278.8,0.013182674199623353
2016,INDIANA,IN,226,118.64,0.030973451327433628
2016,IOWA,IA,271,142.27,0.025830258302583026
2016,KANSAS,KS,132,69.3,0.05303030303030303
2016,KENTUCKY,KY,91,47.77,0.07692307692307693
2016,LOUISIANA,LA,136,71.41,0.051470588235294115
2016,MAINE,ME,117,61.42,0.05982905982905983
2016,MARYLAND,MD,187,98.17999999999999,0.0374331550802139
2016,MASSACHUSETTS,MA,130,68.25,0.05384615384615385
2016,MICHIGAN,MI,434,227.85999999999999,0.016129032258064516
2016,MINNESOTA,MN,2814,1477.35,0.0024875621890547263
2016,MISSISSIPPI,MS,76,39.91,0.09210526315789473
2016,MISSOURI,MO,167,87.67,0.041916167664670656
2016,MONTANA,MT,45,23.62,0.15555555555555556
2016,NEBRASKA,NE,609,319.73,0.011494252873563218
2016,NEVADA,NV,815,427.87,0.008588957055214725
2016,NEW HAMPSHIRE,NH,695,364.87,0.010071942446043165
2016,NEW JERSEY,NJ,470,246.74,0.014893617021276596
2016,NEW MEXICO,NM,81,42.519999999999996,0.08641975308641975
2016,NEW YORK,NY,869,456.18,0.00805523590333717
2016,NORTH CAROLINA,NC,440,230.98,0.015909090909090907
2016,NORTH DAKOTA,ND,16,8.4,0.4375
2016,OHIO,OH,338,177.45,0.020710059171597635
2016,OKLAHOMA,OK,87,45.68,0.08045977011494253
2016,OREGON,OR,174,91.33,0.040229885057471264
2016,PENNSYLVANIA,PA,558,292.96,0.012544802867383513
2016,RHODE ISLAND,RI,50,26.25,0.14
2016,SOUTH CAROLINA,SC,182,95.53999999999999,0.038461538461538464
2016,SOUTH DAKOTA,SD,25,13.12,0.28
2016,TENNESSEE,TN,156,81.91,0.04487179487179487
2016,TEXAS,TX,1325,695.62,0.005283018867924529
2016,UTAH,UT,115,60.379999999999995,0.06086956521739131
2016,VERMONT,VT,10,5.25,0.7
2016,VIRGINIA,VA,403,211.54999999999998,0.017369727047146403
2016,WASHINGTON,WA,386,202.63,0.018134715025906734
2016,WEST VIRGINIA,WV,78,40.96,0.08974358974358974
2016,WISCONSIN,WI,172,90.31,0.040697674418604654
2016,WYOMING,WY,23,12.08,0.30434782608695654
2018,ALABAMA,AL,127,66.68,0.05511811023622047
2018,ALASKA,AK,107,56.18,0.06542056074766354
2018,ARIZONA,AZ,425,223.13,0.01647058823529412
2018,ARKANSAS,AR,172,90.3,0.040697674418604654
2018,CALIFORNIA,CA,3107,1631.18,0.002252977148374638
2018,COLORADO,CO,295,154.87,0.023728813559322035
2018,CONNECTICUT,CT,168,88.2,0.041666666666666664
2018,DELAWARE,DE,25,13.12,0.28
2018,FLORIDA,FL,1393,731.29,0.005025125628140704
2018,GEORGIA,GA,5969,3133.7200000000003,0.0011727257497068187
2018,HAWAII,HI,27,14.17,0.25925925925925924
2018,IDAHO,ID,55,28.87,0.12727272727272726
2018,ILLINOIS,IL,1493,783.82,0.004688546550569324
2018,INDIANA,IN,324,170.09,0.021604938271604937
2018,IOWA,IA,736,386.4,0.009510869565217392
2018,KANSAS,KS,1007,528.67,0.006951340615690168
2018,KENTUCKY,KY,325,170.63,0.021538461538461538
2018,LOUISIANA,LA,100,52.51,0.07
2018,MAINE,ME,611,320.78000000000003,0.011456628477905073
2018,MARYLAND,MD,166,87.14,0.04216867469879518
2018,MASSACHUSETTS,MA,119,62.459999999999994,0.058823529411764705
2018,MICHIGAN,MI,874,458.83,0.008009153318077803
2018,MINNESOTA,MN,2297,1205.92,0.0030474531998258597
2018,MISSISSIPPI,MS,82,43.05,0.08536585365853659
2018,MISSOURI,MO,314,164.85,0.022292993630573247
2018,MONTANA,MT,149,78.22,0.04697986577181208
2018,NEBRASKA,NE,398,208.95,0.017587939698492462
2018,NEVADA,NV,226,118.65,0.030973451327433628
2018,NEW HAMPSHIRE,NH,135,70.87,0.05185185185185185
2018,NEW JERSEY,NJ,1035,543.37,0.00676328502415459
2018,NEW MEXICO,NM,442,232.04000000000002,0.01583710407239819
2018,NEW YORK,NY,3826,2008.6399999999999,0.0018295870360690017
2018,NORTH CAROLINA,NC,2345,1231.13,0.0029850746268656717
2018,NORTH DAKOTA,ND,29,15.22,0.2413793103448276
2018,OHIO,OH,790,414.77,0.008860759493670886
2018,OKLAHOMA,OK,598,313.95,0.011705685618729096
2018,OREGON,OR,180,94.5,0.03888888888888889
2018,PENNSYLVANIA,PA,1206,633.12,0.005804311774461028
2018,RHODE ISLAND,RI,47,24.67,0.14893617021276595
2018,SOUTH CAROLINA,SC,701,368.01,0.009985734664764621
2018,SOUTH DAKOTA,SD,29,15.22,0.2413793103448276
2018,TENNESSEE,TN,172,90.29,0.040697674418604654
2018,TEXAS,TX,3514,1844.83,0.00199203187250996
2018,UTAH,UT,3579,1878.97,0.0019558535903883767
2018,VIRGINIA,VA,1026,538.66,0.00682261208576998
2018,WASHINGTON,WA,520,272.99,0.013461538461538462
2018,WEST VIRGINIA,WV,143,75.08,0.04895104895104895
2018,WISCONSIN,WI,268,140.68,0.026119402985074626
2018,WYOMING,WY,21,11.02,0.3333333333333333
2020,ALABAMA,AL,78,40.96,0.08974358974358974
2020,ALASKA,AK,77,40.42,0.09090909090909091
2020,ARIZONA,AZ,612,321.29,0.011437908496732025
2020,ARKANSAS,AR,111,58.269999999999996,0.06306306306306306
2020,CALIFORNIA,CA,6865,3604.09,0.0010196649672250546
2020,COLORADO,CO,293,153.82,0.023890784982935155
2020,CONNECTICUT,CT,186,97.64,0.03763440860215054
2020,DELAWARE,DE,41,21.52,0.17073170731707318
2020,FLORIDA,FL,1385,727.11,0.005054151624548736
2020,GEORGIA,GA,626,328.63,0.011182108626198083
2020,HAWAII,HI,38,19.950000000000003,0.18421052631578946
2020,IDAHO,ID,40,21.0,0.175
2020,ILLINOIS,IL,1146,601.67,0.006108202443280977
2020,INDIANA,IN,385,202.12,0.01818181818181818
2020,IOWA,IA,350848,184195.19,1.995165997811018e-05
2020,KANSAS,KS,161,84.52,0.043478260869565216
2020,KENTUCKY,KY,133,69.83,0.05263157894736842
2020,LOUISIANA,LA,112,58.81,0.0625
2020,MAINE,ME,146,76.64,0.04794520547945205
2020,MARYLAND,MD,168,88.2,0.041666666666666664
2020,MASSACHUSETTS,MA,159,83.49000000000001,0.0440251572327044
2020,MICHIGAN,MI,934,490.33000000000004,0.007494646680942184
2020,MINNESOTA,MN,745,391.12,0.009395973154362415
2020,MISSISSIPPI,MS,72,37.81,0.09722222222222222
2020,MISSOURI,MO,244,128.1,0.028688524590163935
2020,MONTANA,MT,55,28.88,0.12727272727272726
2020,NEBRASKA,NE,198,103.93999999999998,0.03535353535353535
2020,NEVADA,NV,447,234.66,0.015659955257270694
2020,NEW HAMPSHIRE,NH,207,108.67,0.033816425120772944
2020,NEW JERSEY,NJ,1160,609.0,0.00603448275862069
2020,NEW MEXICO,NM,179,93.98,0.03910614525139665
2020,NEW YORK,NY,18441,9681.539999999999,0.00037958895938398137
2020,NORTH CAROLINA,NC,514,269.85,0.013618677042801557
2020,NORTH DAKOTA,ND,17,8.92,0.4117647058823529
2020,OHIO,OH,556,291.92,0.012589928057553957
2020,OKLAHOMA,OK,235,123.38000000000001,0.029787234042553193
2020,OREGON,OR,306,160.64999999999998,0.02287581699346405
2020,PENNSYLVANIA,PA,1181,620.04,0.0059271803556308214
2020,RHODE ISLAND,RI,55,28.87,0.12727272727272726
2020,SOUTH CAROLINA,SC,723,379.57000000000005,0.009681881051175657
2020,SOUTH DAKOTA,SD,12,6.3,0.5833333333333334
2020,TENNESSEE,TN,145,76.12,0.04827586206896552
2020,TEXAS,TX,2416,1268.39,0.0028973509933774835
2020,UTAH,UT,768,403.19,0.009114583333333334
2020,VERMONT,VT,18,9.45,0.3888888888888889
2020,VIRGINIA,VA,857,449.92,0.008168028004667444
2020,WASHINGTON,WA,491,257.78,0.014256619144602852
2020,WEST VIRGINIA,WV,63,33.08,0.1111111111111111
2020,WISCONSIN,WI,461,242.02,0.015184381778741865
2020,WYOMING,WY,16,8.4,0.4375
2022,ALABAMA,AL,110,57.760000000000005,0.06363636363636363
2022,ALASKA,AK,31,16.27,0.22580645161290322
2022,ARIZONA,AZ,1612,846.3,0.004342431761786601
2022,ARKANSAS,AR,83,43.58,0.08433734939759036
2022,CALIFORNIA,CA,4511,2368.24,0.0015517623586787852
2022,COLORADO,CO,4681,2457.5,0.0014954069643238624
2022,CONNECTICUT,CT,1026,538.65,0.00682261208576998
2022,DELAWARE,DE,56,29.4,0.125
2022,FLORIDA,FL,1086,570.14,0.006445672191528545
2022,GEORGIA,GA,373,195.82,0.01876675603217158
2022,HAWAII,HI,42,22.06,0.16666666666666666
2022,IDAHO,ID,42,22.05,0.16666666666666666
2022,ILLINOIS,IL,699,366.97,0.010014306151645207
2022,INDIANA,IN,304,159.59,0.023026315789473683
2022,IOWA,IA,1208,634.21,0.005794701986754967
2022,KANSAS,KS,152,79.8,0.046052631578947366
2022,KENTUCKY,KY,117,61.43,0.05982905982905983
2022,LOUISIANA,LA,74,38.86,0.0945945945945946
2022,MAINE,ME,326,171.14000000000001,0.02147239263803681
2022,MARYLAND,MD,263,138.08,0.026615969581749048
2022,MASSACHUSETTS,MA,195,102.38,0.035897435897435895
2022,MICHIGAN,MI,1901,998.04,0.003682272488164124
2022,MINNESOTA,MN,361,189.5,0.019390581717451522
2022,MISSISSIPPI,MS,83,43.58,0.08433734939759036
2022,MISSOURI,MO,190,99.74,0.03684210526315789
2022,MONTANA,MT,247,129.67000000000002,0.02834008097165992
2022,NEBRASKA,NE,290,152.25,0.02413793103448276
2022,NEVADA,NV,479,251.47000000000003,0.014613778705636743
2022,NEW HAMPSHIRE,NH,147,77.18,0.047619047619047616
2022,NEW JERSEY,NJ,658,345.46000000000004,0.010638297872340425
2022,NEW MEXICO,NM,1271,667.27,0.0055074744295830055
2022,NEW YORK,NY,3652,1917.28,0.0019167579408543264
2022,NORTH CAROLINA,NC,821,431.02,0.008526187576126675
2022,NORTH DAKOTA,ND,29,15.22,0.2413793103448276
2022,OHIO,OH,635,333.38,0.011023622047244094
2022,OKLAHOMA,OK,111,58.28,0.06306306306306306
2022,OREGON,OR,765,401.62,0.009150326797385621
2022,PENNSYLVANIA,PA,1207,633.6800000000001,0.00579950289975145
2022,RHODE ISLAND,RI,215,112.87,0.03255813953488372
2022,SOUTH CAROLINA,SC,177,92.94,0.03954802259887006
2022,SOUTH DAKOTA,SD,13,6.82,0.5384615384615384
2022,TENNESSEE,TN,204,107.11000000000001,0.03431372549019608
2022,TEXAS,TX,914,479.86,0.007658643326039387
2022,UTAH,UT,95,49.86,0.07368421052631578
2022,VERMONT,VT,21,11.02,0.3333333333333333
2022,VIRGINIA,VA,688,361.19,0.010174418604651164
2022,WASHINGTON,WA,1207,633.68,0.00579950289975145
2022,WEST VIRGINIA,WV,42,22.060000000000002,0.16666666666666666
2022,WISCONSIN,WI,370,194.23000000000002,0.01891891891891892
2022,WYOMING,WY,16,8.4,0.4375
2024,ALABAMA,AL,142,74.56,0.04929577464788732
2024,ALASKA,AK,351,184.27,0.019943019943019943
2024,ARIZONA,AZ,795,417.38,0.00880503144654088
2024,ARKANSAS,AR,93,48.83,0.07526881720430108
2024,CALIFORNIA,CA,356108,186956.7,1.965695800150516e-05
2024,COLORADO,CO,1244,653.1,0.005627009646302251
2024,CONNECTICUT,CT,251,131.76999999999998,0.027888446215139442
2024,DELAWARE,DE,45,23.62,0.15555555555555556
2024,FLORIDA,FL,1110,582.72,0.006306306306306306
2024,GEORGIA,GA,333,174.82999999999998,0.021021021021021023
2024,HAWAII,HI,37,19.42,0.1891891891891892
2024,IDAHO,ID,40,21.0,0.175
2024,ILLINOIS,IL,618,324.46999999999997,0.011326860841423949
2024,INDIANA,IN,270,141.75,0.025925925925925925
2024,IOWA,IA,3752,1969.79,0.0018656716417910447
2024,KANSAS,KS,146,76.64999999999999,0.04794520547945205
2024,KENTUCKY,KY,102,53.57,0.06862745098039216
2024,LOUISIANA,LA,129,67.73,0.05426356589147287
2024,MAINE,ME,1433,752.3199999999999,0.004884856943475227
2024,MARYLAND,MD,268,140.69,0.026119402985074626
2024,MASSACHUSETTS,MA,159,83.48,0.0440251572327044
2024,MICHIGAN,MI,735,385.89,0.009523809523809525
2024,MINNESOTA,MN,260,136.49,0.026923076923076925
2024,MISSISSIPPI,MS,70,36.76,0.1
2024,MISSOURI,MO,190,99.75,0.03684210526315789
2024,MONTANA,MT,116,60.9,0.0603448275862069
2024,NEBRASKA,NE,436,228.9,0.016055045871559634
2024,NEVADA,NV,445,233.63,0.015730337078651686
2024,NEW HAMPSHIRE,NH,206,108.15,0.03398058252427184
2024,NEW JERSEY,NJ,683,358.55,0.010248901903367497
2024,NEW MEXICO,NM,278,145.96,0.025179856115107913
2024,NEW YORK,NY,1651,866.8,0.004239854633555421
2024,NORTH CAROLINA,NC,823,432.05,0.00850546780072904
2024,NORTH DAKOTA,ND,18,9.45,0.3888888888888889
2024,OHIO,OH,1714,899.85,0.004084014002333722
2024,OKLAHOMA,OK,101,53.03,0.06930693069306931
2024,OREGON,OR,521,273.53,0.013435700575815739
2024,PENNSYLVANIA,PA,2191,1150.28,0.003194888178913738
2024,RHODE ISLAND,RI,65,34.13,0.1076923076923077
2024,SOUTH CAROLINA,SC,208,109.19,0.03365384615384615
2024,SOUTH DAKOTA,SD,16,8.4,0.4375
2024,TEXAS,TX,1174,616.38,0.00596252129471891
2024,UTAH,UT,97,50.93,0.07216494845360824
2024,VERMONT,VT,22,11.55,0.3181818181818182
2024,VIRGINIA,VA,825,433.11,0.008484848484848486
2024,WASHINGTON,WA,588,308.68,0.011904761904761904
2024,WEST VIRGINIA,WV,35,18.369999999999997,0.2
2024,WISCONSIN,WI,481,252.51000000000002,0.014553014553014554
2024,WYOMING,WY,15,7.88,0.4666666666666667
